id,initial_invt,monthly_invt,x_1,x_2,x_3,x_4,x_5,x_6,x_7,w_1,w_2,w_3,w_4,w_5,w_6,w_7,PC Date
3875,11200,1450,NYSEARCA:IEZ,NYSEARCA:PXE,NYSEARCA:VOT,,,,,0.356682961,0.425632609,0.217684431,,,,,15/4/2009
3876,16200,2860,NYSEARCA:PXJ,NYSEARCA:VDE,NYSEARCA:EWC,NYSEARCA:IGV,,,,0.292686776,0.438683111,0.242299622,0.026330491,,,,11/3/2009
3877,6500,650,NYSEARCA:XOP,NYSEARCA:VAW,NYSEARCA:EVX,,,,,0.849102205,0.009992128,0.140905667,,,,,23/3/2008
3878,1100,190,NYSEARCA:IEO,NYSEARCA:XOP,NYSEARCA:PXJ,NYSEARCA:IYM,NYSEARCA:EVX,,,0.626300499,0.03065465,0.110123708,0.027219459,0.205701683,,,5/2/2009
3879,9700,280,NYSEARCA:XES,NYSEARCA:EWC,NYSEARCA:IYM,NYSEARCA:PPA,NYSEARCA:RYH,,,0.611745308,0.262438119,0.054320932,0.026348101,0.045147541,,,17/4/2009
3880,7400,170,NYSEARCA:IEZ,NYSEARCA:VDE,NYSEARCA:IYM,NYSEARCA:JKH,NYSEARCA:EVX,,,0.417308633,0.289720288,0.090722115,0.105353421,0.096895544,,,15/11/2008
3881,14400,3920,NYSEARCA:XOP,NYSEARCA:PYZ,NYSEARCA:FVL,NYSEARCA:IGM,,,,0.813466793,0.01004747,0.162441394,0.014044343,,,,18/12/2008
3882,13900,790,NYSEARCA:IYE,NYSEARCA:IYM,NYSEARCA:PPA,,,,,0.896636194,0.026448221,0.076915585,,,,,20/8/2008
3883,10100,1770,NYSEARCA:XOP,NYSEARCA:IYE,NYSEARCA:XES,NYSEARCA:FVL,NYSEARCA:IGM,,,0.477905201,0.177599223,0.173956936,0.090863864,0.079674776,,,22/10/2008
3884,8100,2400,NYSEARCA:IEO,NYSEARCA:RYE,NYSEARCA:FVL,NYSEARCA:EVX,,,,0.400735256,0.391659471,0.094288343,0.11331693,,,,15/4/2008
3885,13400,470,NYSEARCA:IYE,NYSEARCA:PXJ,NYSEARCA:PXE,NYSEARCA:VOT,,,,0.286579042,0.20805004,0.373088999,0.132281919,,,,22/6/2009
3886,12600,1320,NYSEARCA:PXJ,NYSEARCA:XME,NYSEARCA:JKH,NYSEARCA:FVL,NYSEARCA:EVX,,,0.640065853,0.07143487,0.208004758,0.022183612,0.058310907,,,5/5/2009
3887,10300,2950,NYSEARCA:XOP,NYSEARCA:IYM,NYSEARCA:EVX,,,,,0.698351522,0.251841704,0.049806774,,,,,4/11/2008
3888,10900,660,NYSEARCA:XOP,NYSEARCA:VDE,NYSEARCA:XME,NYSEARCA:EWC,NYSEARCA:RYH,,,0.552382922,0.231259241,0.09531146,0.027012746,0.094033631,,,11/9/2008
3889,9200,1520,NYSEARCA:IEZ,NYSEARCA:VDE,NYSEARCA:FVL,,,,,0.348534507,0.402838477,0.248627016,,,,,14/5/2008
3890,5900,1430,NYSEARCA:VDE,NYSEARCA:XES,NYSEARCA:ITA,NYSEARCA:XME,NYSEARCA:IHF,,,0.157290895,0.413448911,0.308739703,0.104827916,0.015692575,,,9/2/2009
3891,4700,380,NYSEARCA:IEO,NYSEARCA:XES,NYSEARCA:JKH,NYSEARCA:IGM,,,,0.698112478,0.087804128,0.056478402,0.157604992,,,,22/10/2008
3892,5700,1350,NYSEARCA:IEZ,NYSEARCA:IYE,NYSEARCA:FVL,NYSEARCA:EVX,,,,0.398713283,0.347107774,0.126382471,0.127796472,,,,28/4/2009
3893,2700,510,NYSEARCA:PXJ,NYSEARCA:XLE,NYSEARCA:PPA,NYSEARCA:RYH,,,,0.638198385,0.148932362,0.085241326,0.127627927,,,,15/1/2008
3894,9200,180,NYSEARCA:PXJ,NYSEARCA:PXE,NYSEARCA:IYM,NYSEARCA:JKH,,,,0.286399323,0.485744873,0.087524316,0.140331488,,,,10/2/2009
3895,9500,2460,NYSEARCA:IEZ,NYSEARCA:XOP,NYSEARCA:EVX,,,,,0.332294638,0.43055661,0.237148751,,,,,12/9/2008
3896,7600,1910,NYSEARCA:XOP,NYSEARCA:IYE,NYSEARCA:VDE,NYSEARCA:VAW,,,,0.431946773,0.210397362,0.189125771,0.168530095,,,,28/4/2008
3897,16300,1040,NYSEARCA:IEO,NYSEARCA:IEZ,NYSEARCA:XOP,NYSEARCA:IYE,NYSEARCA:EWC,,,0.331701049,0.106084122,0.110022462,0.019085878,0.433106488,,,4/8/2008
3898,2000,140,NYSEARCA:VDE,NYSEARCA:PXI,NYSEARCA:XME,NYSEARCA:FVL,NYSEARCA:IGV,,,0.839842329,0.001078053,0.092126054,0.019751543,0.047202021,,,17/11/2008
3899,10500,1580,NYSEARCA:RYE,NYSEARCA:IYE,NYSEARCA:PXE,NYSEARCA:RYH,,,,0.572239065,0.086151381,0.242297129,0.099312425,,,,18/7/2008
3900,13400,490,NYSEARCA:RYE,NYSEARCA:XES,NYSEARCA:IHI,,,,,0.607429289,0.197291521,0.19527919,,,,,23/3/2009
3901,8100,1800,NYSEARCA:IEO,NYSEARCA:XOP,NYSEARCA:IYE,NYSEARCA:PXJ,NYSEARCA:VAW,,,0.484240405,0.111114596,0.124523911,0.001961774,0.278159314,,,26/8/2008
3902,12400,2430,NYSEARCA:PXE,NYSEARCA:XES,NYSEARCA:IYM,NYSEARCA:IGV,,,,0.5040456,0.276602461,0.125436458,0.093915481,,,,30/7/2008
3903,11800,2160,NYSEARCA:XOP,NYSEARCA:PXJ,NYSEARCA:PXI,NYSEARCA:XLB,,,,0.47754481,0.140769095,0.27052732,0.111158774,,,,25/9/2008
3904,9000,2260,NYSEARCA:XOP,NYSEARCA:PXJ,NYSEARCA:VDE,NYSEARCA:XES,NYSEARCA:PXI,NYSEARCA:IYM,,0.393451241,0.045425357,0.175970072,0.01238216,0.097267051,0.275504119,,10/7/2008
3905,11700,640,NYSEARCA:XES,NYSEARCA:XME,NYSEARCA:EWC,NYSEARCA:IYM,NYSEARCA:IGV,,,0.500224023,0.06022385,0.352618796,0.050111779,0.036821551,,,23/11/2008
3906,5700,1420,NYSEARCA:IEZ,NYSEARCA:XOP,NYSEARCA:PXE,NYSEARCA:IGM,,,,0.32355361,0.379507903,0.079036737,0.217901749,,,,17/4/2009
3907,14700,2530,NYSEARCA:XOP,NYSEARCA:PYZ,NYSEARCA:FVL,,,,,0.80817043,0.011522668,0.180306902,,,,,8/3/2009
3908,17500,1820,NYSEARCA:IEZ,NYSEARCA:IYE,NYSEARCA:FVL,NYSEARCA:EVX,NYSEARCA:IGV,,,0.435736572,0.328027954,0.04228477,0.017053919,0.176896785,,,2/6/2008
3909,6200,700,NYSEARCA:IYE,NYSEARCA:PXE,NYSEARCA:XES,NYSEARCA:IYM,NYSEARCA:JKH,,,0.254187924,0.391274695,0.151901236,0.122084839,0.080551306,,,4/4/2008
3910,9600,130,NYSEARCA:IEO,NYSEARCA:RYE,NYSEARCA:XBI,NYSEARCA:XES,,,,0.319751231,0.286757003,0.370226849,0.023264916,,,,20/12/2008
3911,9200,2730,NYSEARCA:XOP,NYSEARCA:PXE,NYSEARCA:VDE,NYSEARCA:JKH,NYSEARCA:FVL,,,0.45903121,0.174686096,0.228521691,0.008537202,0.1292238,,,26/11/2008
3912,4300,940,NYSEARCA:RYE,NYSEARCA:PXJ,NYSEARCA:PXE,NYSEARCA:IHI,,,,0.489233844,0.192450789,0.129375411,0.188939957,,,,6/8/2008
3913,14700,2440,NYSEARCA:IEZ,NYSEARCA:XME,NYSEARCA:FVL,NYSEARCA:IGV,,,,0.623197807,0.05558018,0.051356565,0.269865447,,,,13/6/2009
3914,16800,1390,NYSEARCA:XOP,NYSEARCA:PXE,NYSEARCA:VDE,NYSEARCA:XES,NYSEARCA:EWC,,,0.383877035,0.069359575,0.07793624,0.143454851,0.325372299,,,17/6/2008
3915,6600,620,NYSEARCA:IEO,NYSEARCA:RYE,NYSEARCA:XOP,NYSEARCA:VDE,NYSEARCA:IYM,,,0.014040713,0.372341763,0.198582532,0.02275172,0.392283272,,,6/6/2009
3916,7100,760,NYSEARCA:XOP,NYSEARCA:VDE,NYSEARCA:XES,NYSEARCA:PXI,NYSEARCA:PYZ,,,0.441187386,0.242018934,0.069842117,0.055569348,0.191382216,,,23/6/2008
3917,19900,410,NYSEARCA:RYE,NYSEARCA:XES,NYSEARCA:PXI,NYSEARCA:IYM,NYSEARCA:VOT,,,0.641434194,0.090861811,0.004349571,0.153108814,0.11024561,,,14/1/2008
3918,4000,260,NYSEARCA:IEZ,NYSEARCA:XOP,NYSEARCA:IYE,NYSEARCA:EWC,NYSEARCA:PYZ,,,0.184551758,0.308350091,0.105655604,0.38970811,0.011734437,,,14/8/2008
3919,13100,2140,NYSEARCA:IEZ,NYSEARCA:IYE,NYSEARCA:IYM,NYSEARCA:IGM,,,,0.401843349,0.313884787,0.104175059,0.180096805,,,,7/6/2009
3920,7300,680,NYSEARCA:RYE,NYSEARCA:XME,NYSEARCA:IGV,,,,,0.74904717,0.085116808,0.165836022,,,,,20/3/2009
3921,16700,3790,NYSEARCA:IEO,NYSEARCA:IEZ,NYSEARCA:FVL,NYSEARCA:EVX,NYSEARCA:IGM,,,0.554851171,0.199257386,0.025048016,0.09395029,0.126893137,,,24/5/2008
3922,15800,3850,NYSEARCA:XOP,NYSEARCA:PXE,NYSEARCA:VDE,NYSEARCA:XES,NYSEARCA:VAW,,,0.38421713,0.157799005,0.176275571,0.083531164,0.198177129,,,4/11/2008
3923,13200,3830,NYSEARCA:IYE,NYSEARCA:PXJ,NYSEARCA:EWC,,,,,0.478467463,0.217871865,0.303660673,,,,,6/6/2008
3924,6100,920,NYSEARCA:IEZ,NYSEARCA:EWC,NYSEARCA:FVL,NYSEARCA:EVX,NYSEARCA:IGM,,,0.520839031,0.34818287,0.027470904,0.085301932,0.018205262,,,22/6/2008
3925,6500,350,NYSEARCA:IEO,NYSEARCA:IEZ,NYSEARCA:IYM,NYSEARCA:VOT,,,,0.573801641,0.163512069,0.033792971,0.228893319,,,,22/1/2008
3926,6500,200,NYSEARCA:IEZ,NYSEARCA:IHI,NYSEARCA:XME,NYSEARCA:PTH,,,,0.596975288,0.303443076,0.064288962,0.035292674,,,,16/6/2009
3927,5900,890,NYSEARCA:PXJ,NYSEARCA:PXE,NYSEARCA:IYM,NYSEARCA:EVX,,,,0.286980435,0.489087475,0.1063865,0.11754559,,,,10/4/2008
3928,9000,160,NYSEARCA:XOP,NYSEARCA:XLE,NYSEARCA:VAW,NYSEARCA:PYZ,,,,0.705786051,0.044953893,0.008920052,0.240340003,,,,28/2/2009
3929,18100,2880,NYSEARCA:XOP,NYSEARCA:PXJ,NYSEARCA:PXE,NYSEARCA:VDE,NYSEARCA:XES,NYSEARCA:IYM,,0.338087952,0.026586678,0.145546396,0.166929716,0.006195827,0.316653432,,20/4/2009
3930,1800,540,NYSEARCA:IEZ,NYSEARCA:XME,NYSEARCA:FVL,NYSEARCA:IGM,,,,0.625287309,0.039204549,0.106799357,0.228708785,,,,12/2/2008
3931,18200,1430,NYSEARCA:XOP,NYSEARCA:XLE,NYSEARCA:PXI,NYSEARCA:VOT,,,,0.664443829,0.045916465,0.202327507,0.087312198,,,,1/2/2009
3932,19500,2010,NYSEARCA:RYE,NYSEARCA:IEZ,NYSEARCA:PXE,NYSEARCA:FVL,NYSEARCA:IGM,,,0.470904376,0.187359284,0.148518921,0.028832245,0.164385174,,,30/12/2008
3933,7500,240,NYSEARCA:PXE,NYSEARCA:XLE,NYSEARCA:ITA,,,,,0.745670195,0.100891882,0.153437922,,,,,1/1/2009
3934,20000,5660,NYSEARCA:IYE,NYSEARCA:PXJ,NYSEARCA:IYM,,,,,0.579767977,0.116903789,0.303328234,,,,,7/4/2008
3935,4800,780,NYSEARCA:XOP,NYSEARCA:VDE,NYSEARCA:IYM,NYSEARCA:FVL,,,,0.487807654,0.326231782,0.092547574,0.09341299,,,,4/10/2008
3936,19200,4330,NYSEARCA:RYE,NYSEARCA:XOP,NYSEARCA:VDE,NYSEARCA:IYM,NYSEARCA:XLB,,,0.392600468,0.223002599,0.025851447,0.330499547,0.028045939,,,16/3/2008
3937,13800,2950,NYSEARCA:PXE,NYSEARCA:XES,NYSEARCA:IYM,,,,,0.520343683,0.143247778,0.33640854,,,,,28/1/2008
3938,16800,1510,NYSEARCA:XOP,NYSEARCA:PXJ,NYSEARCA:VDE,NYSEARCA:XES,NYSEARCA:JKH,,,0.462987295,0.232797177,0.081227495,0.024271344,0.19871669,,,11/2/2009
3939,15800,2980,NYSEARCA:XOP,NYSEARCA:PXJ,NYSEARCA:VDE,NYSEARCA:IYM,NYSEARCA:PYZ,,,0.396064755,0.04135457,0.25538094,0.283637788,0.023561948,,,28/1/2008
3940,19400,1020,NYSEARCA:PXJ,NYSEARCA:XLE,NYSEARCA:PXI,NYSEARCA:FVL,NYSEARCA:EVX,,,0.483257865,0.149375666,0.182702723,0.09907895,0.085584797,,,22/1/2008
3941,18100,2370,NYSEARCA:IEO,NYSEARCA:IEZ,NYSEARCA:XBI,NYSEARCA:PTH,,,,0.295009471,0.232267816,0.467755576,0.004967137,,,,25/1/2009
3942,2000,300,NYSEARCA:IEZ,NYSEARCA:PXJ,NYSEARCA:JKH,NYSEARCA:IGM,,,,0.628897971,0.034849075,0.192512307,0.143740646,,,,1/12/2008
3943,5200,680,NYSEARCA:IYE,NYSEARCA:PXE,NYSEARCA:EVX,,,,,0.457834619,0.464393138,0.077772244,,,,,28/1/2009
3944,8900,2310,NYSEARCA:IYE,NYSEARCA:VDE,NYSEARCA:RYH,,,,,0.761799483,0.192415127,0.04578539,,,,,6/1/2008
3945,1800,110,NYSEARCA:RYE,NYSEARCA:XES,NYSEARCA:IYM,NYSEARCA:FVL,,,,0.644141096,0.092889897,0.090132321,0.172836686,,,,7/1/2009
3946,3300,590,NYSEARCA:IYE,NYSEARCA:PXE,NYSEARCA:XME,NYSEARCA:PTH,,,,0.382252597,0.392835506,0.120375573,0.104536324,,,,12/1/2008
3947,5200,790,NYSEARCA:IYE,NYSEARCA:ITA,NYSEARCA:XME,,,,,0.644523747,0.204686942,0.150789311,,,,,8/2/2008
3948,17300,2570,NYSEARCA:IEO,NYSEARCA:XOP,NYSEARCA:EWC,NYSEARCA:JKH,NYSEARCA:IGM,,,0.668497119,0.035217853,0.182344917,0.014459882,0.099480229,,,23/3/2009
3949,4100,720,NYSEARCA:XES,NYSEARCA:JKH,NYSEARCA:PYZ,NYSEARCA:IGV,,,,0.733035586,0.016495799,0.083215348,0.167253267,,,,28/2/2008
3950,8600,1260,NYSEARCA:RYE,NYSEARCA:PYZ,NYSEARCA:EVX,,,,,0.818794149,0.049114618,0.132091232,,,,,13/4/2008
3951,8300,720,NYSEARCA:XOP,NYSEARCA:PXI,NYSEARCA:IGV,,,,,0.744162507,0.161744828,0.094092666,,,,,7/12/2008
3952,5600,130,NYSEARCA:XOP,NYSEARCA:IYE,NYSEARCA:XES,NYSEARCA:RYH,,,,0.530005353,0.036276089,0.297673987,0.136044571,,,,27/6/2008
3953,5700,330,NYSEARCA:PXJ,NYSEARCA:PXE,NYSEARCA:JKH,NYSEARCA:FVL,NYSEARCA:IGM,,,0.323238182,0.506241581,0.077511206,0.013762915,0.079246116,,,4/1/2009
3954,13200,1440,NYSEARCA:XOP,NYSEARCA:IYE,NYSEARCA:XES,NYSEARCA:IGV,,,,0.487304464,0.159753372,0.202464688,0.150477476,,,,7/8/2008
3955,2100,560,NYSEARCA:RYE,NYSEARCA:PXI,NYSEARCA:XME,NYSEARCA:IGM,,,,0.742097235,0.029451539,0.071887786,0.156563441,,,,12/3/2008
3956,3800,600,NYSEARCA:XOP,NYSEARCA:IYE,NYSEARCA:PXE,NYSEARCA:IHI,,,,0.512251555,0.249287202,0.11094674,0.127514502,,,,19/5/2008
3957,8500,460,NYSEARCA:PXE,NYSEARCA:VDE,NYSEARCA:XES,NYSEARCA:XLB,,,,0.413142569,0.447723625,0.049583859,0.089549947,,,,23/6/2009
3958,500,110,NYSEARCA:PXJ,NYSEARCA:VDE,NYSEARCA:XME,NYSEARCA:EVX,,,,0.29453039,0.560045261,0.015577713,0.129846636,,,,3/4/2008
3959,14100,960,NYSEARCA:XOP,NYSEARCA:EWC,NYSEARCA:PTH,,,,,0.833319247,0.052516993,0.11416376,,,,,8/1/2008
3960,7300,700,NYSEARCA:XOP,NYSEARCA:PXI,NYSEARCA:XME,NYSEARCA:FVL,NYSEARCA:IGM,,,0.674184715,0.101673226,0.073287914,0.098702008,0.052152138,,,3/12/2008
3961,18900,4890,NYSEARCA:PXJ,NYSEARCA:PYZ,NYSEARCA:EVX,,,,,0.724311851,0.037481084,0.238207065,,,,,7/2/2009
3962,1400,280,NYSEARCA:PXJ,NYSEARCA:XES,NYSEARCA:PXI,NYSEARCA:FVL,NYSEARCA:IGM,,,0.394741901,0.200251114,0.233076613,0.054824219,0.117106152,,,21/12/2008
3963,13900,3060,NYSEARCA:XOP,NYSEARCA:XME,NYSEARCA:EWC,NYSEARCA:JKH,NYSEARCA:IGM,,,0.648672265,0.035816639,0.301991819,0.004207441,0.009311836,,,4/5/2009
3964,700,110,NYSEARCA:IEO,NYSEARCA:IEZ,NYSEARCA:XOP,NYSEARCA:FVL,NYSEARCA:EVX,,,0.522904004,0.182560898,0.032654619,0.099669209,0.162211271,,,13/11/2008
3965,1000,180,NYSEARCA:XOP,NYSEARCA:VDE,NYSEARCA:XME,NYSEARCA:FVL,NYSEARCA:IGV,,,0.511016692,0.32779491,0.041327945,0.038121927,0.081738525,,,19/6/2008
3966,13300,500,NYSEARCA:IEZ,NYSEARCA:PXE,NYSEARCA:PXI,NYSEARCA:IYM,,,,0.156250598,0.390719639,0.130637537,0.322392226,,,,21/12/2008
3967,10200,2170,NYSEARCA:RYE,NYSEARCA:XOP,NYSEARCA:XES,NYSEARCA:PPA,NYSEARCA:RYH,,,0.477115667,0.310386566,0.049906538,0.107463567,0.055127662,,,2/12/2008
3968,17600,4600,NYSEARCA:PXJ,NYSEARCA:XLE,NYSEARCA:PXI,,,,,0.283019678,0.073547475,0.643432847,,,,,13/2/2009
3969,13000,430,NYSEARCA:IYE,NYSEARCA:VDE,NYSEARCA:XES,NYSEARCA:JKH,NYSEARCA:IGM,,,0.373680134,0.319650587,0.197389026,0.070567556,0.038712697,,,24/11/2008
3970,1600,200,NYSEARCA:IEZ,NYSEARCA:EWC,NYSEARCA:IYM,NYSEARCA:IGM,,,,0.524079513,0.347607959,0.012108092,0.116204436,,,,25/1/2008
3971,3000,480,NYSEARCA:PXJ,NYSEARCA:XME,NYSEARCA:EWC,NYSEARCA:JKH,,,,0.553151884,0.010763392,0.360140556,0.075944168,,,,7/2/2008
3972,5600,300,NYSEARCA:IEO,NYSEARCA:XES,NYSEARCA:IYM,NYSEARCA:JKH,NYSEARCA:IGM,,,0.684039646,0.083765413,0.03165569,0.054450183,0.146089068,,,20/7/2008
3973,1200,150,NYSEARCA:PXJ,NYSEARCA:XES,NYSEARCA:XLE,NYSEARCA:EWC,NYSEARCA:EVX,,,0.320052195,0.234014913,0.027844763,0.360161125,0.057927005,,,26/12/2008
3974,1000,210,NYSEARCA:XOP,NYSEARCA:VDE,NYSEARCA:XBI,,,,,0.658985911,0.053279038,0.28773505,,,,,18/4/2009
3975,16500,4550,NYSEARCA:RYE,NYSEARCA:EWC,NYSEARCA:IYM,NYSEARCA:EVX,NYSEARCA:IGM,,,0.698769439,0.218816076,0.044776145,0.004572946,0.033065395,,,24/8/2008
3976,6600,1260,NYSEARCA:XLE,NYSEARCA:IYM,NYSEARCA:RYH,,,,,0.782456175,0.185361108,0.032182717,,,,,26/6/2008
3977,10700,1670,NYSEARCA:IYE,NYSEARCA:PXJ,NYSEARCA:VAW,,,,,0.644476855,0.167448139,0.188075006,,,,,3/4/2008
3978,2700,700,NYSEARCA:RYE,NYSEARCA:XOP,NYSEARCA:XES,NYSEARCA:ITA,,,,0.4535025,0.239547204,0.041457287,0.26549301,,,,31/5/2008
3979,15000,4040,NYSEARCA:XOP,NYSEARCA:XLE,NYSEARCA:FVL,NYSEARCA:IGV,,,,0.72436528,0.116394835,0.094480325,0.06475956,,,,22/2/2009
3980,11300,1520,NYSEARCA:IEO,NYSEARCA:RYE,NYSEARCA:XOP,NYSEARCA:EWC,NYSEARCA:EVX,,,0.337176729,0.371457945,0.039032348,0.133134704,0.119198274,,,16/3/2009
3981,1400,250,NYSEARCA:VDE,NYSEARCA:ITA,NYSEARCA:XME,,,,,0.644952497,0.175860887,0.179186615,,,,,14/2/2009
3982,5000,310,NYSEARCA:IEO,NYSEARCA:XOP,NYSEARCA:EWC,NYSEARCA:IGV,,,,0.706282443,0.016681323,0.148535157,0.128501077,,,,16/12/2008
3983,900,220,NYSEARCA:PXE,NYSEARCA:XES,NYSEARCA:IHI,NYSEARCA:IHF,,,,0.442824827,0.387085884,0.068384341,0.101704948,,,,23/7/2008
3984,17600,3410,NYSEARCA:XOP,NYSEARCA:IYE,NYSEARCA:PXJ,NYSEARCA:PXE,NYSEARCA:FVL,,,0.407205263,0.147740795,0.16491709,0.081095899,0.199040953,,,27/8/2008
3985,7100,650,NYSEARCA:XOP,NYSEARCA:IYE,NYSEARCA:XES,NYSEARCA:EVX,,,,0.457207775,0.249991922,0.147454498,0.145345805,,,,8/11/2008
3986,8500,910,NYSEARCA:RYE,NYSEARCA:PXE,NYSEARCA:VDE,NYSEARCA:VAW,NYSEARCA:PYZ,,,0.500115522,0.213687316,0.063842835,0.073046113,0.149308214,,,4/4/2009
3987,14200,360,NYSEARCA:XOP,NYSEARCA:PXE,NYSEARCA:XME,NYSEARCA:JKH,,,,0.48628147,0.311747795,0.049507815,0.152462919,,,,25/8/2008
3988,2000,330,NYSEARCA:RYE,NYSEARCA:PYZ,NYSEARCA:IGM,,,,,0.836689481,0.023338399,0.13997212,,,,,17/7/2008
3989,1500,320,NYSEARCA:IEZ,NYSEARCA:IYE,NYSEARCA:IYM,NYSEARCA:JKH,NYSEARCA:IGM,,,0.408179158,0.305799264,0.082127164,0.087152286,0.116742129,,,21/6/2009
3990,12800,1840,NYSEARCA:RYE,NYSEARCA:XLE,NYSEARCA:VOT,,,,,0.800617395,0.038527364,0.160855241,,,,,27/12/2008
3991,12600,2580,NYSEARCA:PXJ,NYSEARCA:IYM,NYSEARCA:FVL,NYSEARCA:VOT,,,,0.574873621,0.252073183,0.152494067,0.020559129,,,,15/9/2008
3992,19700,4400,NYSEARCA:IYE,NYSEARCA:PXJ,NYSEARCA:PYZ,,,,,0.653021245,0.147347605,0.19963115,,,,,23/6/2009
3993,6500,160,NYSEARCA:XOP,NYSEARCA:VDE,NYSEARCA:PTH,,,,,0.61419494,0.279675284,0.106129776,,,,,9/12/2008
3994,11300,1400,NYSEARCA:IYE,NYSEARCA:PXE,NYSEARCA:XME,NYSEARCA:IGV,,,,0.421485317,0.42832046,0.060663048,0.089531176,,,,1/8/2008
3995,11500,500,NYSEARCA:RYE,NYSEARCA:IYE,NYSEARCA:VDE,NYSEARCA:XLB,,,,0.522329377,0.155437026,0.170728756,0.151504841,,,,3/5/2008
3996,11100,960,NYSEARCA:RYE,NYSEARCA:PXJ,NYSEARCA:VAW,,,,,0.651092119,0.081347958,0.267559923,,,,,26/4/2008
3997,3000,590,NYSEARCA:XOP,NYSEARCA:PXE,NYSEARCA:XES,NYSEARCA:IYM,NYSEARCA:IGM,,,0.435661327,0.140621219,0.206804153,0.096550359,0.120362942,,,19/2/2008
3998,19300,2900,NYSEARCA:IEZ,NYSEARCA:FVL,NYSEARCA:EVX,NYSEARCA:IGV,,,,0.672092075,0.058869482,0.042215939,0.226822504,,,,7/1/2009
3999,9500,2750,NYSEARCA:RYE,NYSEARCA:XME,NYSEARCA:EWC,NYSEARCA:IYM,NYSEARCA:FVL,,,0.688819438,0.015082898,0.21376086,0.005947732,0.076389072,,,5/4/2008
4000,4300,560,NYSEARCA:RYE,NYSEARCA:VAW,NYSEARCA:PYZ,,,,,0.732258096,0.063709228,0.204032676,,,,,22/4/2008
4001,5200,110,NYSEARCA:RYE,NYSEARCA:IYE,NYSEARCA:IGV,,,,,0.608154058,0.264496981,0.127348962,,,,,18/5/2008
4002,3400,550,NYSEARCA:IEO,NYSEARCA:IYE,NYSEARCA:IYM,NYSEARCA:VAW,NYSEARCA:PYZ,,,0.512675348,0.117566655,0.1938659,0.047382725,0.128509373,,,19/12/2008
4003,10500,1100,NYSEARCA:IEO,NYSEARCA:XES,NYSEARCA:EWC,NYSEARCA:JKH,NYSEARCA:EVX,,,0.625535168,0.064792712,0.187682615,0.019708795,0.102280711,,,24/6/2009
4004,2800,290,NYSEARCA:IEO,NYSEARCA:IYE,NYSEARCA:FVL,NYSEARCA:EVX,,,,0.726096383,0.045940186,0.110811396,0.117152035,,,,3/12/2008
4005,3400,610,NYSEARCA:RYE,NYSEARCA:PXJ,NYSEARCA:EWC,NYSEARCA:PYZ,,,,0.562733785,0.078841565,0.343644599,0.014780051,,,,12/9/2008
4006,8200,560,NYSEARCA:IEO,NYSEARCA:IEZ,NYSEARCA:EWC,NYSEARCA:IGM,,,,0.500506649,0.185756097,0.155728251,0.158009003,,,,3/6/2008
4007,13400,320,NYSEARCA:XES,NYSEARCA:XME,NYSEARCA:EWC,NYSEARCA:IGM,,,,0.491167258,0.063599273,0.419921758,0.025311712,,,,4/8/2008
4008,18800,4200,NYSEARCA:IEZ,NYSEARCA:JKH,NYSEARCA:EVX,,,,,0.648329619,0.265556205,0.086114175,,,,,23/7/2008
4009,8200,470,NYSEARCA:RYE,NYSEARCA:PYZ,NYSEARCA:IGV,,,,,0.843068424,0.01176244,0.145169135,,,,,28/3/2008
4010,19800,2790,NYSEARCA:PXJ,NYSEARCA:XES,NYSEARCA:EVX,,,,,0.498481825,0.245381708,0.256136467,,,,,3/9/2008
4011,9300,1570,NYSEARCA:IEO,NYSEARCA:PXJ,NYSEARCA:VDE,NYSEARCA:PXI,NYSEARCA:EWC,,,0.535883735,0.018151568,0.03764576,0.0017055,0.406613437,,,30/5/2009
4012,19000,2780,NYSEARCA:PXJ,NYSEARCA:XES,NYSEARCA:IYM,NYSEARCA:FVL,,,,0.308573102,0.267035038,0.258605093,0.165786768,,,,9/9/2008
4013,3600,610,NYSEARCA:RYE,NYSEARCA:PXE,NYSEARCA:VDE,NYSEARCA:JKH,,,,0.546037262,0.274749172,0.028593613,0.150619953,,,,23/1/2009
4014,5600,210,NYSEARCA:IYE,NYSEARCA:PXE,NYSEARCA:VDE,NYSEARCA:PXI,,,,0.237705486,0.235366312,0.24456079,0.282367411,,,,28/7/2008
4015,16500,4230,NYSEARCA:XOP,NYSEARCA:IYE,NYSEARCA:PXE,NYSEARCA:VDE,NYSEARCA:XLB,,,0.349825278,0.179710934,0.182462108,0.163801612,0.124200067,,,15/1/2009
4016,11100,120,NYSEARCA:IEO,NYSEARCA:IEZ,NYSEARCA:XBI,NYSEARCA:ITA,,,,0.283580537,0.248109178,0.393623588,0.074686697,,,,23/12/2008
4017,13400,2590,NYSEARCA:IYE,NYSEARCA:VDE,NYSEARCA:XME,NYSEARCA:FVL,NYSEARCA:EVX,,,0.642003099,0.17924414,0.072427933,0.087766077,0.018558752,,,24/4/2008
4018,17200,5160,NYSEARCA:IEO,NYSEARCA:RYE,NYSEARCA:XBI,,,,,0.347756825,0.2834508,0.368792374,,,,,20/10/2008
4019,10600,2710,NYSEARCA:PXJ,NYSEARCA:XES,NYSEARCA:XLE,NYSEARCA:XME,NYSEARCA:VOT,,,0.378994392,0.179715852,0.14737997,0.056662038,0.237247748,,,7/7/2008
